UTTAR PRADESH,Rampur,2335819,1223889,1111930,1043666,630408,413258,307936,162844,145092,358,207,151,737261,609693,127568,564266,172995,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321
UTTAR PRADESH,Jyotiba Phule Nagar,1840221,963449,876772,983110,600541,382569,318001,166662,151339,164,89,75,599089,459037,140052,453567,145522,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439
UTTAR PRADESH,Meerut,3443689,1825743,1617946,2141488,1254520,886968,624149,334198,289951,3390,1828,1562,1090539,898810,191729,890810,199729,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,18662
UTTAR PRADESH,Baghpat,1303048,700070,602978,797970,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,334519,82176,886353,124718,74500,20347,197130,917474,364583,1840,483,161,16139,25,2343
UTTAR PRADESH,Ghaziabad,4681645,2488834,2192811,3123264,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,1252911,267627,3161107,158868,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,18251
UTTAR PRADESH,Gautam Buddha Nagar,1648115,890214,757901,1122947,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,458492,110617,1079006,72668,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,16459
UTTAR PRADESH,Bulandshahr,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,885216,288044,2325911,332475,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,5389
UTTAR PRADESH,Aligarh,3673889,1951996,1721893,2092567,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,865799,308562,2499528,281501,267197,78566,547097,2904140,729283,7635,5875,2582,2805,91,21478
UTTAR PRADESH,Mahamaya Nagar,1564708,836127,728581,942572,579157,363415,387554,207170,180384,268,137,131,484115,398126,85989,337295,146820,1080593,124231,154720,32402,172762,1397225,159448,1350,524,424,1289,63,4385
UTTAR PRADESH,Mathura,2547184,1367125,1180059,1507746,943346,564400,506580,271295,235285,1520,826,694,840939,635142,205797,594799,246140,1706245,235886,179248,44453,381352,2310776,216933,3179,2872,883,2056,126,10359
UTTAR PRADESH,Agra,4418797,2364953,2053844,2680510,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,1050562,339282,3028953,285471,234455,94184,775734,3922718,411313,10076,12057,4049,21508,384,36692
UTTAR PRADESH,Firozabad,2498156,1332046,1166110,1521806,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,573649,187872,1736635,184595,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,14892
UTTAR PRADESH,Mainpuri,1868529,993377,875152,1203885,712110,491775,368206,196507,171699,478,258,220,560840,466067,94773,424782,136058,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,5940
UTTAR PRADESH,Budaun,3681896,1967759,1714137,1547477,986501,560976,622526,332920,289606,58,30,28,1107343,939616,167727,875763,231580,2574553,575903,258758,40122,232560,2867707,790515,6320,1135,1959,678,87,13495
UTTAR PRADESH,Bareilly,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,1043912,358059,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,32407
UTTAR PRADESH,Pilibhit,2031007,1072002,959005,1061095,654290,406805,333558,176436,157122,1714,892,822,618605,534939,83666,463415,155190,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,3474
UTTAR PRADESH,Shahjahanpur,3006538,1606403,1400135,1490930,915142,575788,532673,285280,247393,508,259,249,892214,783313,108901,699503,192711,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,7945
UTTAR PRADESH,Kheri,4021243,2123187,1898056,2034044,1237157,796887,1061782,559240,502542,53375,26984,26391,1264718,1058483,206235,958249,306469,2756525,529223,422142,47837,265516,3078262,807600,7502,94388,18454,487,226,14324
UTTAR PRADESH,Sitapur,4483992,2375264,2108728,2283733,1397702,886031,1446427,767033,679394,1602,833,769,1422602,1171252,251350,1023642,398960,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,12475
UTTAR PRADESH,Hardoi,4092845,2191442,1901403,2221601,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,969871,349075,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,9770
UTTAR PRADESH,Unnao,3108367,1630087,1478280,1773584,1053063,720521,948588,494487,454101,2926,1558,1368,1124744,851014,273730,761831,362913,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,6929
UTTAR PRADESH,Lucknow,4589838,2394476,2195362,3127260,1742440,1384820,948294,498799,449495,7506,4036,3470,1542806,1226399,316407,1152285,390521,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,13249
UTTAR PRADESH,Rae Bareli,3405559,1752542,1653017,1965843,1165965,799878,1030367,526735,503632,1756,876,880,1204710,867393,337317,644869,559841,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,8539
UTTAR PRADESH,Farrukhabad,1885204,1006240,878964,1092677,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,474686,117581,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,2035
UTTAR PRADESH,Kannauj,1656616,881776,774840,1017087,603596,413491,309980,166454,143526,15,9,6,524676,430934,93742,419027,105649,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,2390
UTTAR PRADESH,Etawah,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,361588,144484,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,1806
UTTAR PRADESH,Auraiya,1379545,740040,639505,930836,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,325721,116302,937522,166731,151727,12533,111032,1273546,101963,1004,371,332,228,444,1657
UTTAR PRADESH,Kanpur Dehat,1796184,963255,832929,1170243,692964,477279,460544,248195,212349,801,398,403,628864,493991,134873,448651,180213,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,4034
UTTAR PRADESH,Kanpur Nagar,4581268,2459806,2121462,3243022,1829179,1413843,816754,439603,377151,3753,2108,1645,1572232,1299871,272361,1229166,343066,3009036,198547,258790,68738,1046157,3792174,720660,15751,29676,2733,5710,589,13975
UTTAR PRADESH,Jalaun,1689974,906092,783882,1075196,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,420266,200498,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,3798
UTTAR PRADESH,Jhansi,1998603,1057436,941167,1304513,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,560041,254873,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,5988
UTTAR PRADESH,Lalitpur,1221592,641011,580581,641191,397586,243605,240519,126325,114194,71610,36834,34776,503351,326783,176568,357033,146318,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,1179
UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,1604
UTTAR PRADESH,Mahoba,875958,466358,409600,488106,302283,185823,220898,117389,103509,647,355,292,349676,237153,112523,238712,110964,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,1523
UTTAR PRADESH,Banda,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,483232,218457,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,1517
UTTAR PRADESH,Chitrakoot,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,282614,111583,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,630
UTTAR PRADESH,Fatehpur,2632733,1384722,1248011,1512166,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,670156,393773,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,4338
UTTAR PRADESH,Pratapgarh,3209141,1606085,1603056,1931559,1121381,810178,709252,351054,358198,723,380,343,1066601,704569,362032,553013,513588,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,11441
UTTAR PRADESH,Kaushambi,1599596,838485,761111,813424,507279,306145,555397,291303,264094,193,102,91,639086,402644,236442,415312,223774,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,2810
UTTAR PRADESH,Allahabad,5954391,3131807,2822584,3665727,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,1286732,825175,3842484,474283,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,30492
UTTAR PRADESH,Bara Banki,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,834294,358556,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,6422
UTTAR PRADESH,Faizabad,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,496579,334630,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,4502
UTTAR PRADESH,Ambedkar Nagar,2397888,1212410,1185478,1486939,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,440998,346400,1610490,213814,301120,58520,213944,1985654,401678,2536,869,1817,235,33,5066
UTTAR PRADESH,Sultanpur,3797117,1914586,1882531,2239902,1300248,939654,851587,431438,420149,696,358,338,1242632,869838,372794,690967,551665,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,10433
UTTAR PRADESH,Bahraich,3487731,1843884,1643847,1398368,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,743452,408708,2335571,430227,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,7889
UTTAR PRADESH,Shrawasti,1117361,593897,523464,423313,276700,146613,189334,101785,87549,5534,2889,2645,403755,293981,109774,232762,170993,713606,163449,165118,18494,56694,768643,343981,1427,407,323,68,56,2456
UTTAR PRADESH,Balrampur,2148665,1114721,1033944,868357,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,458727,301526,1388412,276614,328768,29916,124955,1333242,805975,3228,900,1866,198,87,3169
UTTAR PRADESH,Gonda,3433919,1787146,1646773,1679994,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,739663,430889,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,8556
UTTAR PRADESH,Siddharthnagar,2559297,1295095,1264202,1228926,740718,488208,408763,208990,199773,12021,6087,5934,878898,583633,295265,447943,430955,1680399,298360,395993,35756,148789,1789704,748073,3042,681,11964,179,356,5298
UTTAR PRADESH,Basti,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,443724,339964,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,2626
UTTAR PRADESH,Sant Kabir Nagar,1715183,869656,845527,954949,567098,387851,369039,187413,181626,1593,823,770,539469,383482,155987,265453,274016,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,3451
UTTAR PRADESH,Mahrajganj,2684703,1381754,1302949,1419144,881674,537470,492976,254426,238550,16435,8361,8074,994253,659465,334788,439293,554960,1690450,229847,532486,43015,188905,2196884,458650,3527,1381,16030,243,338,7650
UTTAR PRADESH,Gorakhpur,4440895,2277777,2163118,2700328,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,746381,605248,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,12711
UTTAR PRADESH,Kushinagar,3564544,1818055,1746489,1954820,1183722,771098,544231,278947,265284,80269,41003,39266,1116973,804857,312116,523258,593715,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,4930
UTTAR PRADESH,Deoria,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,455382,420864,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,5469
UTTAR PRADESH,Azamgarh,4613913,2285004,2328909,2771917,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,784272,587760,3241881,425630,452055,115991,378356,3878626,718692,3810,719,5652,183,226,6005
UTTAR PRADESH,Mau,2205968,1114709,1091259,1363044,773082,589962,474537,241498,233039,22915,11464,11451,696747,475413,221334,396438,300309,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,4179
UTTAR PRADESH,Ballia,3239774,1672902,1566872,1963590,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,569522,449961,2220291,206228,384432,72194,356629,3004240,213440,4463,892,1595,233,64,14847
UTTAR PRADESH,Jaunpur,4494204,2220465,2273739,2731677,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,896547,540828,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,14358
UTTAR PRADESH,Ghazipur,3620268,1855075,1765193,2197549,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,766881,437721,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,9792
UTTAR PRADESH,Chandauli,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,341927,310616,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,4649
UTTAR PRADESH,Varanasi,3676841,1921857,1754984,2403903,1389116,1014787,486958,256483,230475,28617,14992,13625,1220708,921234,299474,920761,299947,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,7826
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,807099,771114,910146,546782,363364,353103,182617,170486,1873,986,887,470608,343155,127453,286978,183630,1107605,94402,104419,62665,209122,1368291,203887,1365,199,1562,161,7,2741
UTTAR PRADESH,Mirzapur,2496970,1312302,1184668,1428683,865837,562846,661129,347436,313693,20132,10480,9652,881996,613061,268935,537091,344905,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,4096
UTTAR PRADESH,Sonbhadra,1862559,971344,891215,985708,601988,383720,421661,218996,202665,385018,197825,187193,730399,463611,266788,397196,333203,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,10470
UTTAR PRADESH,Etah,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,415476,130508,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,5260
UTTAR PRADESH,Kanshiram Nagar,1436719,764165,672554,724850,452803,272047,254299,135812,118487,150,80,70,472765,375213,97552,354257,118508,963954,229088,107094,22492,114091,1211427,213822,1969,2280,3907,313,72,2929
BIHAR,Pashchim Champaran,3935042,2061110,1873932,1759481,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,797544,681403,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,9602
BIHAR,Purba Champaran,5099371,2681209,2418162,2276957,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,104,15590
BIHAR,Sheohar,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,137804,78568,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,44,3505
BIHAR,Sitamarhi,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,753645,360938,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,20,7543
BIHAR,Madhubani,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534
BIHAR,Supaul,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,472649,405033,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,42,5136
BIHAR,Araria,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,3955
BIHAR,Kishanganj,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201
BIHAR,Purnia,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502
BIHAR,Katihar,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522
BIHAR,Madhepura,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387
BIHAR,Saharsa,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121
BIHAR,Darbhanga,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232
BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893
BIHAR,Gopalganj,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631
BIHAR,Siwan,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708
BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282
BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106
BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283
BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690
BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633
BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569
BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664
BIHAR,Munger,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576
BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821
BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084
BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435
BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668
BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496
BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858
BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,369088,192686,176402,57981,29717,28264,511163,375959,135204,284646,226517,1115221,125070,268597,24880,92616,1456229,155283,1407,296,7707,129,1534,3799
BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185
BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946
BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345
BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048
BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749
BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249
BIHAR,Arwal,700843,363497,337346,386351,235279,151072,141314,72885,68429,590,283,307,236354,167991,68363,161277,75077,464489,49127,144698,6758,35771,634099,64259,390,59,323,74,60,1579
SIKKIM,North  District,43709,24730,18979,30450,18579,11871,982,536,446,28715,14741,13974,23359,15935,7424,17216,6143,20350,7313,2262,332,13452,14883,815,2660,816,23318,35,921,261
SIKKIM,West District,136435,70238,66197,93432,51988,41444,5935,3117,2818,57817,29485,28332,70348,40772,29576,51225,19123,66087,40797,8053,1403,20095,75286,965,13002,40,36390,20,10477,255
SIKKIM,South District,146850,76670,70180,106741,59357,47384,6053,3058,2995,41392,21556,19836,74753,45300,29453,50898,23855,72097,37802,4188,1004,31759,84583,1889,21462,151,35053,45,3176,491
SIKKIM,East District,283583,151432,132151,214329,121345,92984,15305,7743,7562,78436,39479,38957,139678,92351,47327,111058,28620,143905,31489,11483,2404,94302,177910,6198,23398,861,72455,214,1726,821
ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,0,0,0,34811,16770,18041,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67
ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,0,0,0,46380,22771,23609,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204
ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,0,0,0,72400,35266,37134,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190
ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,0,0,0,117216,56469,60747,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198
ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,0,0,0,78323,38570,39753,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889
ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,0,0,0,92783,45746,47037,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264
ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,0,0,0,69979,34533,35446,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549
ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,0,0,0,28468,14413,14055,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427
ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,0,0,0,53878,27061,26817,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132
ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,0,0,0,98372,49365,49007,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622
ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,0,0,0,72911,35803,37108,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277
ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,0,0,0,90764,44459,46305,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154
ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,2614,1822,0,0,0,5701,2850,2851,3555,2228,1327,2525,1030,4449,1290,106,68,2091,3141,111,223,7,126,2,4267,127
ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,0,0,0,25974,12649,13325,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328
ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,0,0,0,47410,23457,23953,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133
ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,6523,3467,0,0,0,16451,8208,8243,10501,6224,4277,9264,1237,10666,6316,181,84,3920,13088,655,271,273,644,12,6137,87
NAGALAND,Mon,250260,131753,118507,119626,67432,52194,0,0,0,238285,124343,113942,147654,79425,68229,104981,42673,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,565
NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,0,0,0,178431,90567,87864,100067,57084,42983,81046,19021,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,286
NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,0,0,0,136561,68071,68490,79466,41178,38288,49382,30084,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,2,77
NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,0,0,0,156621,78816,77805,78412,42096,36316,63512,14900,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,79
NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,0,0,0,223989,110892,113097,151350,99645,51705,122358,28992,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,319
NAGALAND,Phek,163418,83743,79675,105893,57926,47967,0,0,0,157146,79536,77610,80277,41556,38721,63645,16632,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,198,85
