2015-16,JAMMU AND KASHMIR,KUPWARA,875564,11.33,34.62,843,0.12,8.08,66.92,54.79,77.1,2379
2015-16,JAMMU AND KASHMIR,BARAMULA,1015503,17.19,20.34,873,0.15,3.74,66.93,55.01,77.35,4243
2015-16,JAMMU AND KASHMIR,SRINAGAR,1269751,98.73,23.56,879,0.09,0.72,71.21,63.47,77.95,1979
2015-16,JAMMU AND KASHMIR,BADGAM,735753,11.74,21.18,883,0.05,3.17,57.98,46.6,68.56,1361
2015-16,JAMMU AND KASHMIR,PULWAMA,570060,13.8,29.18,913,0.07,4.03,65,53.81,75.41,1086
2015-16,JAMMU AND KASHMIR,ANANTNAG,1070144,26.04,37.48,937,0.17,10.75,64.32,54.15,74.13,3574
2015-16,JAMMU AND KASHMIR,LEH (LADAKH),147104,42.96,25.48,583,0.37,71.81,80.48,64.52,89.39,45110
2015-16,JAMMU AND KASHMIR,KARGIL,143388,8.89,20.18,775,0.01,86.89,74.49,58.05,86.73,14036
2015-16,JAMMU AND KASHMIR,DODA,409576,7.95,27.89,922,13.03,9.57,65.97,50.34,80.36,8912
2015-16,JAMMU AND KASHMIR,UDHAMPUR,555357,19.72,20.86,863,24.97,10.15,69.9,58.22,79.93,2637
2015-16,JAMMU AND KASHMIR,PUNCH,476820,8.1,27.97,890,0.12,36.93,68.69,54.8,81.04,1674
2015-16,JAMMU AND KASHMIR,RAJAURI,619266,7.09,28.14,863,7.5,36.24,68.54,57.2,78.38,2630
2015-16,JAMMU AND KASHMIR,JAMMU,1526406,49.65,12.48,871,24.71,4.52,83.98,77.41,89.77,2342
2015-16,JAMMU AND KASHMIR,KATHUA,615711,14.38,20.38,877,22.91,8.65,73.5,64.56,81.4,2502
2015-16,JAMMU AND KASHMIR,SHOPIAN,265960,5.62,25.85,951,0.02,8.2,62.49,52.77,71.86,312
2015-16,JAMMU AND KASHMIR,BANDIPORA,385099,16.89,26.31,911,0.1,19.22,57.82,46.24,68.41,345
2015-16,JAMMU AND KASHMIR,KISHTWAR,231037,6.42,21.06,917,6.2,16.54,58.54,44.13,71.75,1644
2015-16,JAMMU AND KASHMIR,RAMBAN,283313,4.16,31.81,901,4.91,14.02,56.9,40.04,71.97,1329
2015-16,JAMMU AND KASHMIR,GANDERBAL,297003,15.76,36.3,869,0.04,20.53,59.99,47.62,70.74,259
2015-16,JAMMU AND KASHMIR,KULGAM,422786,18.77,7.3,951,0.01,6.25,60.35,49.74,70.58,410
2015-16,JAMMU AND KASHMIR,REASI,314714,8.49,27.06,891,12,28.08,59.42,47.55,69.93,1719
2015-16,JAMMU AND KASHMIR,SAMBA,318611,16.83,16.9,886,28.8,5.51,82.48,74.39,89.76,904
2015-16,HIMACHAL PRADESH,CHAMBA,518844,6.98,12.58,989,21.52,26.1,73.19,62.14,84.19,6522
2015-16,HIMACHAL PRADESH,KANGRA,1507223,5.73,12.56,1013,21.15,5.6,86.49,80.62,92.55,5739
2015-16,HIMACHAL PRADESH,LAHUL AND SPITI,31528,0,-5.1,916,7.08,81.44,77.24,66.5,86.97,13841
2015-16,HIMACHAL PRADESH,KULLU,437474,9.43,14.65,950,28.01,3.84,80.14,71.01,88.8,5503
2015-16,HIMACHAL PRADESH,MANDI,999518,6.27,10.89,1012,29.38,1.28,82.81,74.33,91.51,3950
2015-16,HIMACHAL PRADESH,HAMIRPUR (H,454293,6.91,10.08,1096,24.03,0.67,89.01,83.44,95.28,1118
2015-16,HIMACHAL PRADESH,UNA,521057,8.62,16.24,977,22.16,1.65,87.23,81.67,92.75,1540
2015-16,HIMACHAL PRADESH,BILASPUR (H,382056,6.58,12.08,981,25.92,2.8,85.67,78.9,92.39,1167
2015-16,HIMACHAL PRADESH,SOLAN,576670,17.7,15.21,884,28.35,4.42,85.02,78.02,91.19,1936
2015-16,HIMACHAL PRADESH,SIRMAUR,530164,10.8,15.61,915,30.34,2.13,79.98,72.55,86.76,2825
2015-16,HIMACHAL PRADESH,SHIMLA,813384,24.77,12.58,916,26.51,1.08,84.55,77.8,90.73,5131
2015-16,HIMACHAL PRADESH,KINNAUR,84298,0,7.61,818,17.53,57.95,80.77,71.34,88.37,6401
2015-16,PUNJAB,GURDASPUR,2299026,28.5,9.3,895,25.26,0,81.06,75.73,85.9,3551
2015-16,PUNJAB,AMRITSAR,2490891,55.17,15.48,884,30.95,0,77.2,72.75,81.2,2683
2015-16,PUNJAB,KAPURTHALA,817668,34.9,8.37,912,33.95,0,80.18,75.36,84.6,1633
2015-16,PUNJAB,JALANDHAR,2181753,53.18,11.16,913,38.95,0,82.4,78.31,86.1,2624
2015-16,PUNJAB,HOSHIARPUR,1582793,21.15,6.85,962,35.14,0,85.43,80.78,89.9,3386
2015-16,PUNJAB,NAWANSHAHR,614362,20.43,4.58,954,42.51,0,80.33,74.28,86.2,1282
2015-16,PUNJAB,RUPNAGAR,683349,12.63,8.67,913,26.42,0,83.28,77.17,88.9,1356
2015-16,PUNJAB,FATEHGARH SAHIB,599814,30.87,11.39,871,32.07,0,80.33,75.53,84.5,1180
2015-16,PUNJAB,LUDHIANA,3487882,59.14,15,869,26.39,0,82.54,78.16,86.3,3578
2015-16,PUNJAB,MOGA,992289,22.55,10.9,893,36.5,0,71.59,67.41,75.3,2242
2015-16,PUNJAB,FIROZPUR,2026831,27.25,16.08,893,42.17,0,69.85,62.24,76.7,5305
2015-16,PUNJAB,MUKTSAR,902702,27.99,16.1,895,42.31,0,66.79,60.03,72.9,2593
2015-16,PUNJAB,FARIDKOT,618008,35.2,12.18,889,38.92,0,70.65,64.82,75.9,1458
2015-16,PUNJAB,BATHINDA,1388859,35.99,17.37,865,32.44,0,69.57,62.92,75.3,3353
2015-16,PUNJAB,MANSA,768808,21.26,11.62,880,33.63,0,62.78,56.41,68.4,2198
2015-16,PUNJAB,SANGRUR,1654408,40.27,12.3,883,27.89,0,68.88,62.86,74.2,3625
2015-16,PUNJAB,PATIALA,1892282,53.64,19.4,888,24.55,0,76.26,70.47,81.4,3325
2015-16,PUNJAB,MOHALI,986147,26.02,32.02,878,21.74,0,84.87,80.01,89.2,1094
2015-16,PUNJAB,TARAN TARAN,1120070,31.24,19.28,898,33.71,0,69.43,62.88,75.4,2414
2015-16,PUNJAB,BARNALA,596294,31.97,13.16,876,32.24,0,68.9,64.14,73.1,1482
2015-16,PUNJAB,Fazilka,0,0,0,0,0,0,0,0,0,0
2015-16,PUNJAB,PATHANKOT,0,0,0,0,0,0,0,0,0,0
2015-16,CHANDIGARH,CHANDIGARH,1054686,97.25,17.1,818,18.86,0,86.43,81.38,90.54,114
2015-16,UTTARAKHAND,UTTARKASHI,329686,7.35,11.75,959,24.41,1.06,75.98,62.23,89.26,8016
2015-16,UTTARAKHAND,CHAMOLI,391114,15.11,5.6,1021,20.25,3.13,83.48,73.2,94.18,8030
2015-16,UTTARAKHAND,RUDRAPRAYAG,236857,4.19,4.14,1120,19.68,0.16,82.09,70.94,94.97,1984
2015-16,UTTARAKHAND,TEHRI GARHWAL,616409,11.37,1.93,1078,16.5,0.14,75.1,61.77,89.91,3642
2015-16,UTTARAKHAND,DEHRADUN,1698560,55.9,32.48,902,13.49,6.58,85.24,79.61,90.32,3088
2015-16,UTTARAKHAND,GARHWAL,686527,16.41,-1.51,1103,17.8,0.32,82.59,73.26,93.18,5329
2015-16,UTTARAKHAND,PITHORAGARH,485993,14.31,5.13,1021,24.9,4.04,82.93,72.97,93.45,7090
